;display;magnMap;parMap;greatMap;lessMap;oddMap;evenMap;firstFig;secondFig;cuecolor;framecolor;orientation;stimulus;cueFileName;stimFileName;task;ANSWER;cocoa;cue0FileName;blockN;trialN;breakMessage;mappingsGuide
0;Instructions;## When the rectangle is vertical, your task is to tell whether the number is greater or less than 5.;## When the rectangle is horizontal, your task is to tell whether the number is odd or even.;## Press A to indicate greater than 5.;## Press L to indicate less than 5.;## Press A to indicate odd.;## Press L to indicate even.;blackblackvert.png;blackblackhori.png;;;;;;;;;;;;;;vertAA.png
1;training;;;;;;;;;black;black;vert;8;blackblackvert.png;blackblackvert8.png;magnit;A;;;;;;vertAA.png
2;training;;;;;;;;;black;black;hori;7;blackblackhori.png;blackblackhori7.png;parity;A;;;;;;vertAA.png
3;training;;;;;;;;;black;black;hori;1;blackblackhori.png;blackblackhori1.png;parity;A;;;;;;vertAA.png
4;training;;;;;;;;;black;black;vert;7;blackblackvert.png;blackblackvert7.png;magnit;A;;;;;;vertAA.png
5;training;;;;;;;;;black;black;hori;2;blackblackhori.png;blackblackhori2.png;parity;L;;;;;;vertAA.png
6;training;;;;;;;;;black;black;vert;4;blackblackvert.png;blackblackvert4.png;magnit;L;;;;;;vertAA.png
7;training;;;;;;;;;black;black;hori;9;blackblackhori.png;blackblackhori9.png;parity;A;;;;;;vertAA.png
8;training;;;;;;;;;black;black;vert;6;blackblackvert.png;blackblackvert6.png;magnit;A;;;;;;vertAA.png
9;training;;;;;;;;;black;black;vert;9;blackblackvert.png;blackblackvert9.png;magnit;A;;;;;;vertAA.png
10;training;;;;;;;;;black;black;hori;4;blackblackhori.png;blackblackhori4.png;parity;L;;;;;;vertAA.png
11;training;;;;;;;;;black;black;hori;8;blackblackhori.png;blackblackhori8.png;parity;L;;;;;;vertAA.png
12;training;;;;;;;;;black;black;hori;3;blackblackhori.png;blackblackhori3.png;parity;A;;;;;;vertAA.png
13;training;;;;;;;;;black;black;vert;1;blackblackvert.png;blackblackvert1.png;magnit;L;;;;;;vertAA.png
14;training;;;;;;;;;black;black;vert;3;blackblackvert.png;blackblackvert3.png;magnit;L;;;;;;vertAA.png
15;training;;;;;;;;;black;black;hori;6;blackblackhori.png;blackblackhori6.png;parity;L;;;;;;vertAA.png
16;training;;;;;;;;;black;black;vert;2;blackblackvert.png;blackblackvert2.png;magnit;L;;;;;;vertAA.png
17;start;;;;;;;;;;;;;;;;;;;;;;vertAA.png
18;trial;;;;;;;;;blue;black;vert;3;blueblackvert.png;blueblackvert3.png;magnit;L;0;blueblackvert.png;0.0;0.0;;vertAA.png
19;trial;;;;;;;;;red;black;vert;2;redblackvert.png;redblackvert2.png;magnit;L;0;redblackvert.png;0.0;1.0;;vertAA.png
20;trial;;;;;;;;;red;black;hori;1;redblackhori.png;redblackhori1.png;parity;A;0;redblackhori.png;0.0;2.0;;vertAA.png
21;trial;;;;;;;;;red;black;hori;3;redblackhori.png;redblackhori3.png;parity;A;0;redblackhori.png;0.0;3.0;;vertAA.png
22;trial;;;;;;;;;red;black;vert;1;redblackvert.png;redblackvert1.png;magnit;L;0;redblackvert.png;0.0;4.0;;vertAA.png
23;trial;;;;;;;;;blue;black;vert;8;blueblackvert.png;blueblackvert8.png;magnit;A;0;blueblackvert.png;0.0;5.0;;vertAA.png
24;trial;;;;;;;;;blue;black;hori;9;blueblackhori.png;blueblackhori9.png;parity;A;0;blueblackhori.png;0.0;6.0;;vertAA.png
25;trial;;;;;;;;;red;black;vert;7;redblackvert.png;redblackvert7.png;magnit;A;0;redblackvert.png;0.0;7.0;;vertAA.png
26;trial;;;;;;;;;blue;black;vert;4;blueblackvert.png;blueblackvert4.png;magnit;L;0;blueblackvert.png;0.0;8.0;;vertAA.png
27;trial;;;;;;;;;red;black;hori;7;redblackhori.png;redblackhori7.png;parity;A;0;redblackhori.png;0.0;9.0;;vertAA.png
28;trial;;;;;;;;;blue;black;vert;9;blueblackvert.png;blueblackvert9.png;magnit;A;0;blueblackvert.png;0.0;10.0;;vertAA.png
29;trial;;;;;;;;;red;black;hori;4;redblackhori.png;redblackhori4.png;parity;L;0;redblackhori.png;0.0;11.0;;vertAA.png
30;trial;;;;;;;;;blue;black;vert;9;blueblackvert.png;blueblackvert9.png;magnit;A;0;blueblackvert.png;0.0;12.0;;vertAA.png
31;trial;;;;;;;;;blue;black;hori;4;blueblackhori.png;blueblackhori4.png;parity;L;0;blueblackhori.png;0.0;13.0;;vertAA.png
32;trial;;;;;;;;;blue;black;vert;7;blueblackvert.png;blueblackvert7.png;magnit;A;0;blueblackvert.png;0.0;14.0;;vertAA.png
33;trial;;;;;;;;;red;black;vert;2;redblackvert.png;redblackvert2.png;magnit;L;0;redblackvert.png;0.0;15.0;;vertAA.png
34;trial;;;;;;;;;blue;black;vert;8;blueblackvert.png;blueblackvert8.png;magnit;A;0;blueblackvert.png;0.0;16.0;;vertAA.png
35;trial;;;;;;;;;blue;black;hori;7;blueblackhori.png;blueblackhori7.png;parity;A;0;blueblackhori.png;0.0;17.0;;vertAA.png
36;trial;;;;;;;;;red;black;hori;3;redblackhori.png;redblackhori3.png;parity;A;0;redblackhori.png;0.0;18.0;;vertAA.png
37;trial;;;;;;;;;blue;black;hori;2;blueblackhori.png;blueblackhori2.png;parity;L;0;blueblackhori.png;0.0;19.0;;vertAA.png
38;trial;;;;;;;;;red;black;vert;8;redblackvert.png;redblackvert8.png;magnit;A;0;redblackvert.png;0.0;20.0;;vertAA.png
39;trial;;;;;;;;;blue;black;vert;1;blueblackvert.png;blueblackvert1.png;magnit;L;0;blueblackvert.png;0.0;21.0;;vertAA.png
40;trial;;;;;;;;;red;black;vert;6;redblackvert.png;redblackvert6.png;magnit;A;0;redblackvert.png;0.0;22.0;;vertAA.png
41;trial;;;;;;;;;blue;black;vert;8;blueblackvert.png;blueblackvert8.png;magnit;A;0;blueblackvert.png;0.0;23.0;;vertAA.png
42;trial;;;;;;;;;red;black;vert;4;redblackvert.png;redblackvert4.png;magnit;L;0;redblackvert.png;0.0;24.0;;vertAA.png
43;trial;;;;;;;;;red;black;vert;3;redblackvert.png;redblackvert3.png;magnit;L;0;redblackvert.png;0.0;25.0;;vertAA.png
44;trial;;;;;;;;;red;black;hori;1;redblackhori.png;redblackhori1.png;parity;A;0;redblackhori.png;0.0;26.0;;vertAA.png
