;display;magnMap;parMap;greatMap;lessMap;oddMap;evenMap;firstFig;secondFig;cuecolor;framecolor;orientation;stimulus;cueFileName;stimFileName;task;ANSWER;cocoa;cue0FileName;blockN;trialN;breakMessage;mappingsGuide
0;Instructions;## When the rectangle is vertical, your task is to tell whether the number is greater or less than 5.;## When the rectangle is horizontal, your task is to tell whether the number is odd or even.;## Press L to indicate greater than 5.;## Press A to indicate less than 5.;## Press L to indicate odd.;## Press A to indicate even.;blackblackvert.png;blackblackhori.png;;;;;;;;;;;;;;vertLL.png
1;training;;;;;;;;;black;black;hori;8;blackblackhori.png;blackblackhori8.png;parity;A;;;;;;vertLL.png
2;training;;;;;;;;;black;black;hori;2;blackblackhori.png;blackblackhori2.png;parity;A;;;;;;vertLL.png
3;training;;;;;;;;;black;black;vert;9;blackblackvert.png;blackblackvert9.png;magnit;L;;;;;;vertLL.png
4;training;;;;;;;;;black;black;vert;4;blackblackvert.png;blackblackvert4.png;magnit;A;;;;;;vertLL.png
5;training;;;;;;;;;black;black;hori;7;blackblackhori.png;blackblackhori7.png;parity;L;;;;;;vertLL.png
6;training;;;;;;;;;black;black;vert;6;blackblackvert.png;blackblackvert6.png;magnit;L;;;;;;vertLL.png
7;training;;;;;;;;;black;black;vert;7;blackblackvert.png;blackblackvert7.png;magnit;L;;;;;;vertLL.png
8;training;;;;;;;;;black;black;hori;6;blackblackhori.png;blackblackhori6.png;parity;A;;;;;;vertLL.png
9;training;;;;;;;;;black;black;vert;3;blackblackvert.png;blackblackvert3.png;magnit;A;;;;;;vertLL.png
10;training;;;;;;;;;black;black;hori;9;blackblackhori.png;blackblackhori9.png;parity;L;;;;;;vertLL.png
11;training;;;;;;;;;black;black;hori;3;blackblackhori.png;blackblackhori3.png;parity;L;;;;;;vertLL.png
12;training;;;;;;;;;black;black;vert;2;blackblackvert.png;blackblackvert2.png;magnit;A;;;;;;vertLL.png
13;training;;;;;;;;;black;black;hori;1;blackblackhori.png;blackblackhori1.png;parity;L;;;;;;vertLL.png
14;training;;;;;;;;;black;black;vert;8;blackblackvert.png;blackblackvert8.png;magnit;L;;;;;;vertLL.png
15;training;;;;;;;;;black;black;vert;1;blackblackvert.png;blackblackvert1.png;magnit;A;;;;;;vertLL.png
16;training;;;;;;;;;black;black;hori;4;blackblackhori.png;blackblackhori4.png;parity;A;;;;;;vertLL.png
17;start;;;;;;;;;;;;;;;;;;;;;;vertLL.png
18;trial;;;;;;;;;red;black;hori;3;redblackhori.png;redblackhori3.png;parity;L;0;redblackhori.png;0.0;0.0;;vertLL.png
19;trial;;;;;;;;;red;black;vert;8;redblackvert.png;redblackvert8.png;magnit;L;0;redblackvert.png;0.0;1.0;;vertLL.png
20;trial;;;;;;;;;blue;black;hori;9;blueblackhori.png;blueblackhori9.png;parity;L;0;blueblackhori.png;0.0;2.0;;vertLL.png
21;trial;;;;;;;;;red;black;hori;8;redblackhori.png;redblackhori8.png;parity;A;0;redblackhori.png;0.0;3.0;;vertLL.png
22;trial;;;;;;;;;blue;black;hori;1;blueblackhori.png;blueblackhori1.png;parity;L;0;blueblackhori.png;0.0;4.0;;vertLL.png
23;trial;;;;;;;;;red;black;vert;3;redblackvert.png;redblackvert3.png;magnit;A;0;redblackvert.png;0.0;5.0;;vertLL.png
24;trial;;;;;;;;;blue;black;hori;2;blueblackhori.png;blueblackhori2.png;parity;A;0;blueblackhori.png;0.0;6.0;;vertLL.png
25;trial;;;;;;;;;blue;black;vert;8;blueblackvert.png;blueblackvert8.png;magnit;L;0;blueblackvert.png;0.0;7.0;;vertLL.png
26;trial;;;;;;;;;blue;black;vert;2;blueblackvert.png;blueblackvert2.png;magnit;A;0;blueblackvert.png;0.0;8.0;;vertLL.png
27;trial;;;;;;;;;red;black;hori;9;redblackhori.png;redblackhori9.png;parity;L;0;redblackhori.png;0.0;9.0;;vertLL.png
28;trial;;;;;;;;;red;black;hori;3;redblackhori.png;redblackhori3.png;parity;L;0;redblackhori.png;0.0;10.0;;vertLL.png
29;trial;;;;;;;;;blue;black;vert;7;blueblackvert.png;blueblackvert7.png;magnit;L;0;blueblackvert.png;0.0;11.0;;vertLL.png
30;trial;;;;;;;;;blue;black;hori;2;blueblackhori.png;blueblackhori2.png;parity;A;0;blueblackhori.png;0.0;12.0;;vertLL.png
31;trial;;;;;;;;;blue;black;vert;9;blueblackvert.png;blueblackvert9.png;magnit;L;0;blueblackvert.png;0.0;13.0;;vertLL.png
32;trial;;;;;;;;;red;black;vert;1;redblackvert.png;redblackvert1.png;magnit;A;0;redblackvert.png;0.0;14.0;;vertLL.png
33;trial;;;;;;;;;red;black;hori;7;redblackhori.png;redblackhori7.png;parity;L;0;redblackhori.png;0.0;15.0;;vertLL.png
34;trial;;;;;;;;;red;black;vert;2;redblackvert.png;redblackvert2.png;magnit;A;0;redblackvert.png;0.0;16.0;;vertLL.png
35;trial;;;;;;;;;blue;black;hori;4;blueblackhori.png;blueblackhori4.png;parity;A;0;blueblackhori.png;0.0;17.0;;vertLL.png
36;trial;;;;;;;;;red;black;vert;6;redblackvert.png;redblackvert6.png;magnit;L;0;redblackvert.png;0.0;18.0;;vertLL.png
37;trial;;;;;;;;;blue;black;vert;1;blueblackvert.png;blueblackvert1.png;magnit;A;0;blueblackvert.png;0.0;19.0;;vertLL.png
38;trial;;;;;;;;;blue;black;vert;9;blueblackvert.png;blueblackvert9.png;magnit;L;0;blueblackvert.png;0.0;20.0;;vertLL.png
39;trial;;;;;;;;;blue;black;hori;6;blueblackhori.png;blueblackhori6.png;parity;A;0;blueblackhori.png;0.0;21.0;;vertLL.png
40;trial;;;;;;;;;blue;black;hori;7;blueblackhori.png;blueblackhori7.png;parity;L;0;blueblackhori.png;0.0;22.0;;vertLL.png
41;trial;;;;;;;;;blue;black;hori;2;blueblackhori.png;blueblackhori2.png;parity;A;0;blueblackhori.png;0.0;23.0;;vertLL.png
42;trial;;;;;;;;;blue;black;hori;6;blueblackhori.png;blueblackhori6.png;parity;A;0;blueblackhori.png;0.0;24.0;;vertLL.png
43;trial;;;;;;;;;red;black;vert;1;redblackvert.png;redblackvert1.png;magnit;A;0;redblackvert.png;0.0;25.0;;vertLL.png
44;trial;;;;;;;;;red;black;hori;4;redblackhori.png;redblackhori4.png;parity;A;0;redblackhori.png;0.0;26.0;;vertLL.png
45;trial;;;;;;;;;red;black;hori;8;redblackhori.png;redblackhori8.png;parity;A;0;redblackhori.png;0.0;27.0;;vertLL.png
46;trial;;;;;;;;;blue;black;hori;3;blueblackhori.png;blueblackhori3.png;parity;L;0;blueblackhori.png;0.0;28.0;;vertLL.png
47;trial;;;;;;;;;blue;black;hori;7;blueblackhori.png;blueblackhori7.png;parity;L;0;blueblackhori.png;0.0;29.0;;vertLL.png
48;trial;;;;;;;;;red;black;vert;4;redblackvert.png;redblackvert4.png;magnit;A;0;redblackvert.png;0.0;30.0;;vertLL.png
49;trial;;;;;;;;;red;black;hori;1;redblackhori.png;redblackhori1.png;parity;L;0;redblackhori.png;0.0;31.0;;vertLL.png
50;trial;;;;;;;;;blue;black;vert;7;blueblackvert.png;blueblackvert7.png;magnit;L;0;blueblackvert.png;0.0;32.0;;vertLL.png
51;trial;;;;;;;;;blue;black;hori;3;blueblackhori.png;blueblackhori3.png;parity;L;0;blueblackhori.png;0.0;33.0;;vertLL.png
52;trial;;;;;;;;;blue;black;hori;8;blueblackhori.png;blueblackhori8.png;parity;A;0;blueblackhori.png;0.0;34.0;;vertLL.png
53;trial;;;;;;;;;red;black;hori;4;redblackhori.png;redblackhori4.png;parity;A;0;redblackhori.png;0.0;35.0;;vertLL.png
54;trial;;;;;;;;;red;black;vert;7;redblackvert.png;redblackvert7.png;magnit;L;0;redblackvert.png;0.0;36.0;;vertLL.png
55;trial;;;;;;;;;red;black;vert;9;redblackvert.png;redblackvert9.png;magnit;L;0;redblackvert.png;0.0;37.0;;vertLL.png
56;trial;;;;;;;;;blue;black;vert;8;blueblackvert.png;blueblackvert8.png;magnit;L;0;blueblackvert.png;0.0;38.0;;vertLL.png
57;trial;;;;;;;;;red;black;vert;9;redblackvert.png;redblackvert9.png;magnit;L;0;redblackvert.png;0.0;39.0;;vertLL.png
58;trial;;;;;;;;;blue;black;vert;4;blueblackvert.png;blueblackvert4.png;magnit;A;0;blueblackvert.png;0.0;40.0;;vertLL.png
59;trial;;;;;;;;;red;black;hori;2;redblackhori.png;redblackhori2.png;parity;A;0;redblackhori.png;0.0;41.0;;vertLL.png
60;trial;;;;;;;;;red;black;hori;9;redblackhori.png;redblackhori9.png;parity;L;0;redblackhori.png;0.0;42.0;;vertLL.png
61;trial;;;;;;;;;red;black;hori;1;redblackhori.png;redblackhori1.png;parity;L;0;redblackhori.png;0.0;43.0;;vertLL.png
62;trial;;;;;;;;;red;black;hori;7;redblackhori.png;redblackhori7.png;parity;L;0;redblackhori.png;0.0;44.0;;vertLL.png
63;trial;;;;;;;;;blue;black;hori;1;blueblackhori.png;blueblackhori1.png;parity;L;0;blueblackhori.png;0.0;45.0;;vertLL.png
64;trial;;;;;;;;;red;black;vert;8;redblackvert.png;redblackvert8.png;magnit;L;0;redblackvert.png;0.0;46.0;;vertLL.png
